calories,fat,proteins,carbohydrate,Nutrient_Density,Carb_Level_High-Carb,Carb_Level_Low-Carb,Protein_Level_High-Protein,Protein_Level_Low-Protein,Diet_Category_Balanced Diet,Diet_Category_High-Energy,Diet_Category_High-Protein,Diet_Category_Keto-Friendly,Diet_Category_Low-Carb,Diet_Category_Low-Fat,name,Meal Type
0.09158679446219385,0.02,0.09638554216867468,0.03584337349397582,0.8928555432743671,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Daun pepaya segar,4
0.07667731629392971,0.005,0.055421686746987775,0.048795180722891386,0.9041618327804355,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Daun Jambu Mete muda,4
0.30990415335463256,0.1119999999999999,0.13493975903614458,0.008433734939759005,0.8346828666107888,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Karoket ,4
0.30138445154419596,0.144,0.1445783132530119,0.04096385542168666,0.8309599783580476,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Oncom Hitam Goreng ,4
0.18317358892438768,0.146,0.09397590361445768,0.018072289156626387,0.800735907162623,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,virginia peanuts roasted,4
